Symbol,Security Name,Exchange,Yahoo Symbol
MEHA,"Functional Brands, Inc. - Common Stock",NASDAQ,MEHA
MEI,"Methode Electronics, Inc. Common Stock",N,MEI
MELI,"MercadoLibre, Inc. - Common Stock",NASDAQ,MELI
MENS,Jyong Biotech Ltd. - Ordinary shares,NASDAQ,MENS
MEOH,Methanex Corporation - Common Stock,NASDAQ,MEOH
MERC,Mercer International Inc. - Common Stock,NASDAQ,MERC
MESH,Meshflow Acquisition Corp. - Class A Ordinary Shares,NASDAQ,MESH
MESHU,Meshflow Acquisition Corp. - Units,NASDAQ,MESHU
MESHW,Meshflow Acquisition Corp. - Warrants,NASDAQ,MESHW
MESO,Mesoblast Limited - American Depositary Shares,NASDAQ,MESO
MET,"MetLife, Inc. Common Stock",N,MET
META,"Meta Platforms, Inc. - Class A Common Stock",NASDAQ,META
METC,"Ramaco Resources, Inc. - Class A Common Stock",NASDAQ,METC
METCB,"Ramaco Resources, Inc. - Class B Common Stock",NASDAQ,METCB
METCI,"Ramaco Resources, Inc. - 8.250% Senior Notes due 2030",NASDAQ,METCI
METCZ,"Ramaco Resources, Inc. - 8.375% Senior Notes due 2029",NASDAQ,METCZ
MEVO,M Evo Global Acquisition Corp II - Class A Ordinary Shares,NASDAQ,MEVO
MEVOU,M Evo Global Acquisition Corp II - Units,NASDAQ,MEVOU
MEVOW,M Evo Global Acquisition Corp II - Warrants,NASDAQ,MEVOW
MFA,"MFA Financial, Inc.",N,MFA
MFAN,"MFA Financial, Inc. 8.875% Senior Notes due 2029",N,MFAN
MFAO,"MFA Financial, Inc. 9.000% Senior Notes due 2029",N,MFAO
MFC,Manulife Financial Corporation Common Stock,N,MFC
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",N,MFG
MFI,mF International Limited - Class A Ordinary Shares,NASDAQ,MFI
MFIC,MidCap Financial Investment Corporation - Closed End Fund,NASDAQ,MFIC
MFICL,MidCap Financial Investment Corporation - 8.00% Notes due 2028,NASDAQ,MFICL
MFIN,Medallion Financial Corp. - Common Stock,NASDAQ,MFIN
MFM,MFS Municipal Income Trust Common Stock,N,MFM
MG,Mistras Group Inc Common Stock,N,MG
MGA,"Magna International, Inc. Common Stock",N,MGA
MGEE,MGE Energy Inc. - Common Stock,NASDAQ,MGEE
MGF,MFS Government Markets Income Trust Common Stock,N,MGF
MGIH,Millennium Group International Holdings Limited - Ordinary Shares,NASDAQ,MGIH
MGLD,"The Marygold Companies, Inc. Common Stock",A,MGLD
MGM,MGM Resorts International Common Stock,N,MGM
MGN,Megan Holdings Limited - Class A Ordinary Shares,NASDAQ,MGN
MGNI,"Magnite, Inc. - Common Stock",NASDAQ,MGNI
MGNX,"MacroGenics, Inc. - Common Stock",NASDAQ,MGNX
MGPI,"MGP Ingredients, Inc. - Common Stock",NASDAQ,MGPI
MGR,"Affiliated Managers Group, Inc. 5.875% Junior Subordinated Notes due 2059",N,MGR
MGRB,"Affiliated Managers Group, Inc. 4.750% Junior Subordinated Notes due 2060",N,MGRB
MGRC,McGrath RentCorp - Common Stock,NASDAQ,MGRC
MGRD,"Affiliated Managers Group, Inc. 4.200% Junior Subordinated Notes due 2061",N,MGRD
MGRE,"Affiliated Managers Group, Inc. 6.750% Junior Subordinated Notes due 2064",N,MGRE
MGRT,Mega Fortune Company Limited - Ordinary Shares,NASDAQ,MGRT
MGRX,"Mangoceuticals, Inc. - Common Stock",NASDAQ,MGRX
MGTX,MeiraGTx Holdings plc - Ordinary Shares,NASDAQ,MGTX
MGX,"Metagenomi Therapeutics, Inc. - Common Stock",NASDAQ,MGX
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,N,MGY
MGYR,"Magyar Bancorp, Inc. - Common Stock",NASDAQ,MGYR
MH,"McGraw Hill, Inc. Common Stock",N,MH
MHD,"Blackrock MuniHoldings Fund, Inc. Common Stock",N,MHD
MHF,"Western Asset Municipal High Income Fund, Inc. Common Stock",N,MHF
MHH,"Mastech Digital, Inc Common Stock",A,MHH
MHK,"Mohawk Industries, Inc. Common Stock",N,MHK
MHLA,"Maiden Holdings, Ltd. 6.625% Notes due 2046",N,MHLA
MHNC,"Maiden Holdings North America, Ltd. 7.75% Notes due 2043",N,MHNC
MHO,"M/I Homes, Inc. Common Stock",N,MHO
MI,NFT Limited Class A Ordinary Share,A,MI
MIAX,"Miami International Holdings, Inc. Common Stock",N,MIAX
MICC,The Magnum Ice Cream Company N.V. Ordinary Shares,N,MICC
MIDD,The Middleby Corporation - Common Stock,NASDAQ,MIDD
MIMI,Mint Incorporation Limited - Class A Ordinary Shares,NASDAQ,MIMI
MIN,MFS Intermediate Income Trust Common Stock,N,MIN
MIND,"MIND Technology, Inc. - Common Stock",NASDAQ,MIND
MINE,Mayfair Gold Corp. Common Shares,A,MINE
MIR,"Mirion Technologies, Inc. Class A Common Stock",N,MIR
MIRA,"MIRA Pharmaceuticals, Inc. - Common Stock",NASDAQ,MIRA
MIRM,"Mirum Pharmaceuticals, Inc. - common stock",NASDAQ,MIRM
MIST,Milestone Pharmaceuticals Inc. - Common Shares,NASDAQ,MIST
MITK,"Mitek Systems, Inc. - Common Stock",NASDAQ,MITK
MITN,"TPG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",N,MITN
MITP,"TPG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",N,MITP
MITQ,"Moving iMage Technologies, Inc. Common Stock",A,MITQ
MITT,"TPG Mortgage Investment Trust, Inc. Common Stock",N,MITT
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",N,MIY
MKC,"McCormick & Company, Incorporated Common Stock",N,MKC
MKC.V,"McCormick & Company, Incorporated Common Stock",N,MKC-V
MKDW,MKDWELL Tech Inc. - Ordinary Shares,NASDAQ,MKDW
MKDWW,MKDWELL Tech Inc. - Warrants,NASDAQ,MKDWW
MKL,Markel Group Inc. Common Stock,N,MKL
MKLY,McKinley Acquisition Corporation - Class A Ordinary Shares,NASDAQ,MKLY
MKLYR,McKinley Acquisition Corporation - Rights,NASDAQ,MKLYR
MKLYU,McKinley Acquisition Corporation - Units,NASDAQ,MKLYU
MKSI,MKS Inc. - Common Stock,NASDAQ,MKSI
MKTW,"MarketWise, Inc. - Class A Common Stock",NASDAQ,MKTW
MKTX,"MarketAxess Holdings, Inc. - Common Stock",NASDAQ,MKTX
MKZR,"MacKenzie Realty Capital, Inc. - Common Stock",NASDAQ,MKZR
MLAA,Mountain Lake Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,MLAA
MLAAU,Mountain Lake Acquisition Corp. II - Units,NASDAQ,MLAAU
MLAAW,Mountain Lake Acquisition Corp. II - Warrants,NASDAQ,MLAAW
MLAB,"Mesa Laboratories, Inc. - Common Stock",NASDAQ,MLAB
MLAC,Mountain Lake Acquisition Corp. - Class A Ordinary Shares,NASDAQ,MLAC
MLACR,Mountain Lake Acquisition Corp. - Right,NASDAQ,MLACR
MLACU,Mountain Lake Acquisition Corp. - Units,NASDAQ,MLACU
MLCI,Mount Logan Capital Inc. - Common Stock,NASDAQ,MLCI
MLCIL,Mount Logan Capital Inc. - 8.00% Notes Due 2031,NASDAQ,MLCIL
MLCO,Melco Resorts & Entertainment Limited - American Depositary Shares ,NASDAQ,MLCO
MLEC,Moolec Science SA - Ordinary Shares,NASDAQ,MLEC
MLECW,Moolec Science SA - Warrant,NASDAQ,MLECW
MLGO,"MicroAlgo, Inc. - Ordinary Shares",NASDAQ,MLGO
MLI,"Mueller Industries, Inc. Common Stock",N,MLI
MLKN,"MillerKnoll, Inc. - Common Stock",NASDAQ,MLKN
MLM,"Martin Marietta Materials, Inc. Common Stock",N,MLM
MLP,"Maui Land & Pineapple Company, Inc. Common Stock",N,MLP
MLPB,"ETRACS Alerian MLP Infrastructure Index ETN Series B due April 2, 2040",P,MLPB
MLR,"Miller Industries, Inc. Common Stock",N,MLR
MLSS,"Milestone Scientific, Inc. Common Stock",A,MLSS
MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,NASDAQ,MLTX
MLYS,"Mineralys Therapeutics, Inc. - Common Stock",NASDAQ,MLYS
MMA,Mixed Martial Arts Group Limited Ordinary Shares,A,MMA
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,N,MMD
MMED,"MiniMed Group, Inc. - Common Stock",NASDAQ,MMED
MMI,"Marcus & Millichap, Inc. Common Stock",N,MMI
MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,NASDAQ,MMLP
MMM,3M Company Common Stock,N,MMM
MMS,"Maximus, Inc. Common Stock",N,MMS
MMSI,"Merit Medical Systems, Inc. - Common Stock",NASDAQ,MMSI
MMT,MFS Multimarket Income Trust Common Stock,N,MMT
MMTX,Miluna Acquisition Corp - Class A Ordinary Shares,NASDAQ,MMTX
MMTXU,Miluna Acquisition Corp - Units,NASDAQ,MMTXU
MMTXW,Miluna Acquisition Corp - Warrant,NASDAQ,MMTXW
MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock",N,MMU
MMYT,MakeMyTrip Limited - Ordinary Shares,NASDAQ,MMYT
MNDO,MIND C.T.I. Ltd. - Ordinary Shares,NASDAQ,MNDO
MNDR,Mobile-health Network Solutions - Class A Ordinary Shares,NASDAQ,MNDR
MNDY,monday.com Ltd. - Ordinary Shares,NASDAQ,MNDY
MNKD,MannKind Corporation - Common Stock,NASDAQ,MNKD
MNOV,"MediciNova, Inc. - Common Stock",NASDAQ,MNOV
MNPR,Monopar Therapeutics Inc. - Common Stock,NASDAQ,MNPR
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,N,MNR
MNRO,"Monro, Inc.  - Common Stock",NASDAQ,MNRO
MNSB,"MainStreet Bancshares, Inc. - Common Stock",NASDAQ,MNSB
MNSBP,"MainStreet Bancshares, Inc. - Depositary Shares",NASDAQ,MNSBP
MNSO,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",N,MNSO
MNST,Monster Beverage Corporation - Common Stock,NASDAQ,MNST
MNTK,"Montauk Renewables, Inc. - Common Stock",NASDAQ,MNTK
MNTN,"MNTN, Inc. Class A Common Stock",N,MNTN
MNTS,Momentus Inc. - Class A Common Stock,NASDAQ,MNTS
MNTSW,Momentus Inc. - Warrant,NASDAQ,MNTSW
MNY,MoneyHero Limited - Class A Ordinary Shares,NASDAQ,MNY
MNYWW,MoneyHero Limited - Warrants,NASDAQ,MNYWW
MO,"Altria Group, Inc.",N,MO
MOB,Mobilicom Limited - Ordinary Shares,NASDAQ,MOB
MOBBW,Mobilicom Limited - Warrants,NASDAQ,MOBBW
MOBX,"Mobix Labs, Inc. - Class A Common Stock",NASDAQ,MOBX
MOBXW,"Mobix Labs, Inc. - Warrants",NASDAQ,MOBXW
MOD,Modine Manufacturing Company Common Stock,N,MOD
MODD,"Modular Medical, Inc. - common stock",NASDAQ,MODD
MOG.A,Moog Inc. Class A Common Stock,N,MOG-A
MOG.B,Moog Inc. Class B Common Stock,N,MOG-B
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),N,MOGU
MOH,Molina Healthcare Inc Common Stock,N,MOH
MOLN,Molecular Partners AG - American Depositary Shares,NASDAQ,MOLN
MOMO,Hello Group Inc.  - American Depositary Shares,NASDAQ,MOMO
MORN,"Morningstar, Inc. - Common Stock",NASDAQ,MORN
MOS,Mosaic Company (The) Common Stock,N,MOS
MOV,Movado Group Inc. Common Stock,N,MOV
MOVE,"Corvex, Inc. - Common Stock",NASDAQ,MOVE
MP,MP Materials Corp. Common Stock,N,MP
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,N,MPA
MPAA,"Motorcar Parts of America, Inc. - Common Stock",NASDAQ,MPAA
MPB,Mid Penn Bancorp - Common Stock,NASDAQ,MPB
MPC,Marathon Petroleum Corporation Common Stock,N,MPC
MPLT,"MapLight Therapeutics, Inc. - Common Stock",NASDAQ,MPLT
MPLX,MPLX LP Common Units Representing Limited Partner Interests,N,MPLX
MPT,"Medical Properties Trust, Inc. common stock",N,MPT
MPTI,"M-tron Industries, Inc. Common Stock",A,MPTI
MPU,Mega Matrix Inc. Class A Ordinary Shares,A,MPU
MPV,Barings Participation Investors Common Stock,N,MPV
MPWR,"Monolithic Power Systems, Inc. - Common Stock",NASDAQ,MPWR
MPX,Marine Products Corporation Common Stock,N,MPX
MQ,"Marqeta, Inc. - Class A Common Stock",NASDAQ,MQ
MQY,"Blackrock MuniYield Quality Fund, Inc. Common Stock",N,MQY
MRAM,"Everspin Technologies, Inc. - Common Stock",NASDAQ,MRAM
MRBK,Meridian Corporation - Common Stock,NASDAQ,MRBK
MRCY,Mercury Systems Inc - Common Stock,NASDAQ,MRCY
MRDN,Meridian Holdings Inc. - Common Stock,NASDAQ,MRDN
MREO,Mereo BioPharma Group plc - American Depositary Shares,NASDAQ,MREO
MRK,"Merck & Company, Inc. Common Stock (new)",N,MRK
MRKR,"Marker Therapeutics, Inc. - Common Stock",NASDAQ,MRKR
MRLN,"Merlin, Inc. - Common Stock",NASDAQ,MRLN
MRM,MEDIROM Healthcare Technologies Inc. - American Depositary Share,NASDAQ,MRM
MRNA,"Moderna, Inc. - Common Stock",NASDAQ,MRNA
MRNO,Murano Global Investments PLC - Ordinary Shares,NASDAQ,MRNO
MRNOW,Murano Global Investments PLC - Warrants,NASDAQ,MRNOW
MRP,"Millrose Properties, Inc. Class A Common Stock",N,MRP
MRSH,Marsh Common Stock,N,MRSH
MRT,"Marti Technologies, Inc. Class A Ordinary Shares",A,MRT
MRTN,"Marten Transport, Ltd. - Common Stock",NASDAQ,MRTN
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",NASDAQ,MRVI
MRVL,"Marvell Technology, Inc. - Common Stock",NASDAQ,MRVL
MRX,Marex Group plc - Ordinary Shares,NASDAQ,MRX
MS,Morgan Stanley Common Stock,N,MS
MSA,MSA Safety Incorporated Common Stock,N,MSA
MSAI,"MultiSensor AI Holdings, Inc. - Common Stock",NASDAQ,MSAI
MSAIW,"MultiSensor AI Holdings, Inc. - Warrants",NASDAQ,MSAIW
MSB,Mesabi Trust Common Stock,N,MSB
MSBI,"Midland States Bancorp, Inc. - Common Stock",NASDAQ,MSBI
MSBIP,"Midland States Bancorp, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,MSBIP
MSC,"Studio City International Holdings Limited American depositary shares, each representing four  Class A ordinary shares",N,MSC
MSCI,MSCI Inc. Common Stock,N,MSCI
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock",N,MSD
MSDL,Morgan Stanley Direct Lending Fund Common Stock,N,MSDL
MSEX,Middlesex Water Company - Common Stock,NASDAQ,MSEX
MSFT,Microsoft Corporation - Common Stock,NASDAQ,MSFT
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,N,MSGE
MSGM,Motorsport Games Inc. - Class A Common Stock,NASDAQ,MSGM
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),N,MSGS
MSGY,Masonglory Limited - Ordinary Shares,NASDAQ,MSGY
MSI,"Motorola Solutions, Inc. Common Stock",N,MSI
MSIF,"MSC Income Fund, Inc. Common Stock",N,MSIF
MSLE,Satellos Bioscience Inc. - Common Stock,NASDAQ,MSLE
MSM,"MSC Industrial Direct Company, Inc. Common Stock",N,MSM
MSN,Emerson Radio Corporation Common Stock,A,MSN
MSS,Maison Solutions Inc. - Class A Common Stock,NASDAQ,MSS
MSTR,Strategy Inc - Class A Common Stock,NASDAQ,MSTR
MSW,Ming Shing Group Holdings Limited - Ordinary Shares,NASDAQ,MSW
MT,Arcelor Mittal NY Registry Shares NEW,N,MT
MTA,Metalla Royalty & Streaming Ltd. Common Shares,A,MTA
MTAL,Metals Acquisition Corp. II Class A Ordinary Shares,N,MTAL
MTAL.U,"Metals Acquisition Corp. II Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",N,MTAL-U
MTAL.W,"Metals Acquisition Corp. II Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",N,MTAL-W
MTB,M&T Bank Corporation Common Stock,N,MTB
MTC,"MMTec, Inc. - Common Shares",NASDAQ,MTC
MTCH,"Match Group, Inc. - Common Stock",NASDAQ,MTCH
MTD,"Mettler-Toledo International, Inc. Common Stock",N,MTD
MTDR,Matador Resources Company Common Stock,N,MTDR
MTEK,Maris-Tech Ltd. - ordinary shares,NASDAQ,MTEK
MTEKW,Maris-Tech Ltd. - Warrants,NASDAQ,MTEKW
MTEN,Mingteng International Corporation Inc. - Class A Ordinary Shares,NASDAQ,MTEN
MTEX,"Mannatech, Incorporated - Common Stock",NASDAQ,MTEX
MTG,MGIC Investment Corporation Common Stock,N,MTG
MTH,Meritage Homes Corporation Common Stock,N,MTH
MTLS,Materialise NV - American Depositary Shares,NASDAQ,MTLS
MTN,"Vail Resorts, Inc. Common Stock",N,MTN
MTNB,"Matinas Biopharma Holdings, Inc. Common Stock",A,MTNB
MTNE.U,"CH4 Natural Solutions Corporation Units, each consisting of one Class A ordinary share and one-half of one Warrant",N,MTNE-U
MTR,Mesa Royalty Trust Common Stock,N,MTR
MTRN,Materion Corporation,N,MTRN
MTRX,Matrix Service Company - Common Stock,NASDAQ,MTRX
MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",NASDAQ,MTSI
MTUS,Metallus Inc. Common Shares,N,MTUS
MTVA,MetaVia Inc.  - Common Stock,NASDAQ,MTVA
MTW,"Manitowoc Company, Inc. (The) Common Stock",N,MTW
MTX,Minerals Technologies Inc. Common Stock,N,MTX
MTZ,"MasTec, Inc. Common Stock",N,MTZ
MU,"Micron Technology, Inc. - Common Stock",NASDAQ,MU
MUA,"Blackrock MuniAssets Fund, Inc Common Stock",N,MUA
MUC,"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",N,MUC
MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",N,MUFG
MUJ,"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock",N,MUJ
MUR,Murphy Oil Corporation Common Stock,N,MUR
MUSA,Murphy USA Inc. Common Stock,N,MUSA
MUX,McEwen Inc. Common Stock,N,MUX
MUZE,Muzero Acquisition Corp - Class A Ordinary Shares,NASDAQ,MUZE
MUZEU,Muzero Acquisition Corp - Unit,NASDAQ,MUZEU
MUZEW,Muzero Acquisition Corp - Warrant,NASDAQ,MUZEW
MVBF,MVB Financial Corp. - Common Stock,NASDAQ,MVBF
MVIS,"MicroVision, Inc. - Common Stock",NASDAQ,MVIS
MVO,MV Oil Trust Units of Beneficial Interests,N,MVO
MVST,"Microvast Holdings, Inc. - Common Stock",NASDAQ,MVST
MVSTW,"Microvast Holdings, Inc. - Warrant",NASDAQ,MVSTW
MWA,MUELLER WATER PRODUCTS Common Stock,N,MWA
MWG,Multi Ways Holdings Limited Class A Ordinary Shares,A,MWG
MWH,"SOLV Energy, Inc. - Class A common stock",NASDAQ,MWH
MWYN,"Marwynn Holdings, Inc. - Common stock",NASDAQ,MWYN
MX,Magnachip Semiconductor Corporation Common Stock,N,MX
MXC,Mexco Energy Corporation Common Stock,A,MXC
MXCT,"MaxCyte, Inc. - Common Stock",NASDAQ,MXCT
MXE,"Mexico Equity and Income Fund, Inc. (The) Common Stock",N,MXE
MXF,"Mexico Fund, Inc. (The) Common Stock",N,MXF
MXL,"MaxLinear, Inc - Common Stock",NASDAQ,MXL
MYE,"Myers Industries, Inc. Common Stock",N,MYE
MYFW,"First Western Financial, Inc. - Common Stock",NASDAQ,MYFW
MYGN,"Myriad Genetics, Inc. - Common Stock",NASDAQ,MYGN
MYI,"Blackrock MuniYield Quality Fund III, Inc Common Stock",N,MYI
MYN,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",N,MYN
MYND,"Mynd.ai, Inc. American Depositary Shares",A,MYND
MYO,Myomo Inc. Common Stock,A,MYO
MYPS,"PLAYSTUDIOS, Inc.  - Class A Common Stock",NASDAQ,MYPS
MYPSW,"PLAYSTUDIOS, Inc.  - Warrant",NASDAQ,MYPSW
MYRG,"MYR Group, Inc. - Common Stock",NASDAQ,MYRG
MYSE,"Myseum.AI, Inc. - Common Stock",NASDAQ,MYSE
MYSEW,"Myseum.AI, Inc. - Series A Warrant",NASDAQ,MYSEW
MYSZ,"My Size, Inc. - Common Stock",NASDAQ,MYSZ
MYXXU,Maywood Acquisition Corp. 2 - Units,NASDAQ,MYXXU
MZTI,The Marzetti Company - Common Stock,NASDAQ,MZTI
MZYX,MOZAYYX Acquisition Corp. Class A Ordinary Shares,N,MZYX
MZYX.U,"MOZAYYX Acquisition Corp. Units, each consisting of one Class A ordinary share and one-quarter of one redeemable warrant",N,MZYX-U
MZYX.W,"MOZAYYX Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",N,MZYX-W
NAAS,NaaS Technology Inc. - American Depositary Shares,NASDAQ,NAAS
NABL,"N-able, Inc. Common Stock",N,NABL
NAC,Nuveen California Quality Municipal Income Fund,N,NAC
NAD,Nuveen Quality Municipal Income Fund Common Stock,N,NAD
NAGE,"Niagen Bioscience, Inc. - Common Stock",NASDAQ,NAGE
NAII,"Natural Alternatives International, Inc. - Common Stock",NASDAQ,NAII
NAK,"Northern Dynasty Minerals, Ltd. Common Stock",A,NAK
NAKA,Nakamoto Inc. - Common Stock,NASDAQ,NAKA
NAMI,Jinxin Technology Holding Company - American Depositary Shares,NASDAQ,NAMI
NAMM,Namib Minerals - Ordinary Shares,NASDAQ,NAMM
NAMMW,Namib Minerals - Warrants,NASDAQ,NAMMW
NAMS,NewAmsterdam Pharma Company N.V. - Ordinary Shares,NASDAQ,NAMS
NAMSW,NewAmsterdam Pharma Company N.V. - Warrant,NASDAQ,NAMSW
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,N,NAN
NAT,Nordic American Tankers Limited Common Stock,N,NAT
NATH,"Nathan's Famous, Inc. - Common Stock",NASDAQ,NATH
NATL,NCR Atleos Corporation Common Stock,N,NATL
NATR,"Nature's Sunshine Products, Inc. - Common Stock",NASDAQ,NATR
NAUT,"Nautilus Biotechnology, Inc. - Common Stock",NASDAQ,NAUT
NAVI,Navient Corporation - Common Stock,NASDAQ,NAVI
NAVN,"Navan, Inc. - Class A Common Stock",NASDAQ,NAVN
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,N,NAZ
NB,NioCorp Developments Ltd. - Common Stock,NASDAQ,NB
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,N,NBB
NBBK,"NB Bancorp, Inc. - Common Stock",NASDAQ,NBBK
NBH,Neuberger Municipal Fund Inc. Common Stock,A,NBH
NBHC,National Bank Holdings Corporation Common Stock,N,NBHC
NBIS,Nebius Group N.V. - Class A Ordinary Shares,NASDAQ,NBIS
NBIX,"Neurocrine Biosciences, Inc. - Common Stock",NASDAQ,NBIX
NBN,Northeast Bank - Common Stock,NASDAQ,NBN
NBP,NovaBridge Biosciences - American Depositary Shares,NASDAQ,NBP
NBR,Nabors Industries Ltd.,N,NBR
NBRG,Newbridge Acquisition Limited - Class A Ordinary Share,NASDAQ,NBRG
NBRGR,Newbridge Acquisition Limited - Rights,NASDAQ,NBRGR
NBRGU,Newbridge Acquisition Limited - Unit,NASDAQ,NBRGU
NBTB,NBT Bancorp Inc. - Common Stock,NASDAQ,NBTB
NBTX,Nanobiotix S.A. - ADSs,NASDAQ,NBTX
NBXG,Neuberger Next Generation Connectivity Fund Inc. Common Stock,N,NBXG
NC,"NACCO Industries, Inc. Common Stock",N,NC
NCA,Nuveen California Municipal Value Fund,N,NCA
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,N,NCDL
NCEL,NewcelX Ltd. - Ordinary Shares,NASDAQ,NCEL
NCEW,New Century Logistics (BVI) Limited - Ordinary Shares,NASDAQ,NCEW
NCI,Neo-Concept International Group Holdings Limited - Class A Ordinary Shares,NASDAQ,NCI
NCL,Northann Corp. Common Stock,A,NCL
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,N,NCLH
NCMI,"National CineMedia, Inc. - Common Stock",NASDAQ,NCMI
NCNA,NuCana plc - American Depositary Shares,NASDAQ,NCNA
NCNO,"nCino, Inc. - Common Stock",NASDAQ,NCNO
NCPL,Netcapital Inc. - Common Stock,NASDAQ,NCPL
NCPLW,Netcapital Inc. - warrants,NASDAQ,NCPLW
NCRA,"Nocera, Inc. - common stock",NASDAQ,NCRA
NCSM,"NCS Multistage Holdings, Inc. - Common Stock",NASDAQ,NCSM
NCT,Intercont (Cayman) Limited - Class A Ordinary shares,NASDAQ,NCT
NCTY,The9 Limited - American Depository Shares,NASDAQ,NCTY
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,N,NCV
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,N,NCZ
NDAQ,"Nasdaq, Inc. - Common Stock",NASDAQ,NDAQ
NDLS,Noodles & Company - Class A Common Stock,NASDAQ,NDLS
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,N,NDMO
NDRA,ENDRA Life Sciences Inc. - Common Stock,NASDAQ,NDRA
NDSN,Nordson Corporation - Common Stock,NASDAQ,NDSN
NE,Noble Corporation plc A Ordinary Shares,N,NE
NE.A,Noble Corporation plc Tranche 2 Warrants,N,NE-A
NE.W,Noble Corporation plc Tranche 1 Warrants,N,NE-W
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,N,NEA
